PrincessLiege		necromancers	~kPrincess Kateriina says, "Many have told me that they indeed walk the land.  I think we need to find out where and why?"
PrincessLiege		hunters	~kPrincess Kateriina says, "If indeed the necromancers are out there, let us also hope that the hunters are there as well."
PrincessLiege		hunters	~kPrincess Kateriina says, "The story says that Kara'set was the first hunter of this kind. The story also relates that she wielded a magical sword which was taken by Venya'cyr."
PrincessLiege		brax	~kPrincess Kateriina says, "The King always told me Brax is where my families' bloodlines began.  It was my ancestor, Zarrus, who fled that land to settle in Tos."
PrincessLiege		brax	~kPrincess Kateriina says, "Of course I have heard the story of how the city fell beneath the earth by the magic of Tendrath.  I believe the exact historical location is somewhat southwest of here."
PrincessLiege		necromancer pendant	~kPrincess Kateriina says, "This hard evidence would surely prove there is more to the old story than I originally thought.  Bring me one of these pendants."
PrincessLiege		sword of the hunt	~kPrincess Kateriina says, "I have heard that their swords contain magical properties particularly potent against those with black souls."
PrincessLiege		necromancer pendant	~kPrincess Kateriina says, "Bring me one of these pendants.  It is vital that we have a chance to study such an artifact."
PrincessLiege		venya'cyr	~kPrincess Kateriina says, "Well, as the story goes, her reign ended when her entire palace was eaten by the earth.  Legends say that she made a pact to live forever."
PrincessLiege		Zarrus	~kPrincess Kateriina says, "Yes he is one of my oldest ancestors.  One rumor states that when he served in the court of Venya'cyr he had the misfortune of touching a vessel of great corruption.  Many of my family believe that we have been cursed from that day forward."
PrincessLiege		Tendrath	~kPrincess Kateriina says, "He is the old mage who caused the city of Brax to be swallowed by the earth.  He also forged the hunter swords.  A sad tale is his."
PrincessLiege		lich	~kPrincess Kateriina says, "The evil forces of the Urn transformed Venya'cyr into a being called the Lich.  The legend says that the Lich can not be killed."
OneCouncilor		lich	~kAlzahakar says, "The lich is the transformed soul of the ancient queen of Brax.  Her name was Venya'cyr.  She was tempted by these ancient forces.  They used her own noble desires to corrupt her."
OneCouncilor		lich	~kAlzahakar says, "I believe that Venya'cyr can never die.  That is the curse.  The more she uses these ancient powers the less of the noble queen survives.  Perhaps by now she is complete in her vileness."
OneCouncilor		Venya'cyr	~kAlzahakar says, "The young princess had a brother.  The brother was King of Brax He was physically deformed and over the years he lost his voice.  The young princess was loved by the people and she performed many of the duties reserved for the king."
OneCouncilor		King of brax	~kAlzahakar says, "A misshapen man whose deformity always made his kingship suspect.  He lived in a time when people believed that the king represented the spirit of a nation.  Are things so different now?  The people did not want to see deformity."
OneCouncilor		brax	~kAlzahakar says, "It was to be the greatest seat of culture that the meridian had ever known.  They were a strong, organized peoples who suffered from self-righteousness and nobility.  Very dangerous for a city."
OneCouncilor		Hunter	~kAlzahakar says, "They are the children of Tendrath the mage.  Their swords give them a great power to wield, but it also demands a sacrifice which might seem brutal to some."
OneCouncilor		hunter 	~kAlzahakar says, "The hunter has sworn eternal vengeance against the necromancers and all those who take the lives of the innocent.  To know that the hunters are on your trail is to know fear."
OneCouncilor		Zarrus	~kAlzahakar says, "Once a nobleman in the House of Brax, he was the cousin of the Princess Venya'cyr.  He fled the realm for Tos when the Ancient forces guiding Venya'cyr pronounced him a rival for the throne."
OneCouncilor		Zarrus	~kAlzahakar says, "Zarrus is an ancestor of the King Zarcos.  Zarrus was a cousin to Venya'cyr.  It takes no genius to figure out that the Lich, at one time, shared the bloodlines of our King.  I am sure she would like it to be thus again."
OneCouncilor		Necromancer pendant	~kAlzahakar says, "The Necromancer Pendant is worn by all who directly serve the Lich.  They are a mouth with which the Lich can feed.  All those who die by the hand of a necromancer feed the hunger of the Lich."
OneCouncilor		sword of the hunt	~kAlzahakar says, "Tendrath forged the magical swords to slay the Lich.  The swords were lost to the Lich when the bravest warriors, sent to destroy Venya'cyr, were themselves undone by her power.  The swords are potent against the necromancers but can not kill the Lich."
OneCouncilor		tendrath	~kAlzahakar says, "I know little of him.  His family was killed by Venya'cyr.  It is rumored that his ghost still wanders the land."
TwoCouncilor		lich	~kBei Naq says, "Do I look like a historian to you? I am a simple man, do not ask me about such things."
TwoCouncilor		Venya'cyr	~kBei Naq says, "I have heard the name but I recall nothing about the person."
TwoCouncilor		brax	~kBei Naq says, "A lost city whose treasures, should they be found, could prove very profitable for the one who finds them."
TwoCouncilor		Hunter	~kBei Naq says, "I know nothing of these landless zealots."
TwoCouncilor		Zarrus	~kBei Naq says, "An ancestor of Zarcos.  He began to build the fortune which would later bring his family to power.  I respect his tenacity as well as his methods."
TwoCouncilor		methods	~kBei Naq says, "It is rumored that he was a masterful negotiator who always kept his objectivity.  He was a diplomat for hire who had a knack for easing tension and acquiring wealth.  A potent combination wouldn't you say?"
TwoCouncilor		necromancer pendant	~kBei Naq says, "I would very much like to acquire one of these pendants.  I am sure they would be priceless."
TwoCouncilor		sword of the hunt	~kBei Naq says, "I would love to get my hands on one of those swords.  It would certainly be worth a fortune if not priceless."
TwoCouncilor		Tendrath	~kBei Naq says, "Who?"
ThreeCouncilor		lich	~kCylill says, "There was supposedly a fortress built with some ancient magic.  The owner of that fortress was the Lich.  Supposedly the castle had a maze that prevented even the largest forces from entering her realm.  Of course the fear of the Urn probably kept most folk from trying."
ThreeCouncilor		Urn	~kCylill says, "The Urn was the original source of the Lich's power. It was through the forces of the Urn that Queen Venya'cyr was corrupted."
ThreeCouncilor		venya'cyr	~kCylill says, "She was the sister of a impotent king whom all the folk of the land despised. He was a weak minded man with no training in the field and no knowledge of either diplomacy or warfare."
ThreeCouncilor		brax	~kCylill says, "It was to be the greatest military power in the world.  The soldiers of Brax were ferocious warriors and their generals were skilled tacticians."
ThreeCouncilor		hunter	~kCylill says, "I fear men who serve no visible leader.  They are likely to become vigilantes and then I will have to deal with them.  I do not fear them on a personal level, mind you, I fear their lack of guidance or chain of command."
ThreeCouncilor		Zarrus	~kCylill says, "I know not of this man."
ThreeCouncilor		necro pendant	~kCylill says, "People who rely on magics such as this are vulnerable in a way that common folk such as ourselves are not.  It would be wise to investigate the nature of their power."
ThreeCouncilor		sword of the hunt	~kCylill says, "Having seen one in use, I am not so sure there is that much difference between the Hunters and the Necromancers."
ThreeCouncilor		Tendrath	~kCylill says, "Tendrath was a weak man who used his power to destroy an entire city."
FourCouncilor		Lich	~kDrechx says, "From what I have heard, the lich can not die.  Her body is transformed by the powers that corrupted her.  I wonder what it is like to live forever?"
FourCouncilor		venya'cyr	~kDrechx says, "A truly despicable character.  She killed her own brother, Ker'toth."
FourCouncilor		brax 	~kDrechx says, "I am no historian.  Talk to the malnourished wizard Alzahakar if you want to know about such things.  Let me ask you this, Have you ever seen that man eat? I have not."
FourCouncilor		hunter	~kDrechx says, "The hunters relationship with her sword seems unhealthy to me.  It is unnatural, and hence it is not good for the body."
FourCouncilor		Zarrus	~kDrechx says, "Nope."
FourCouncilor		Necromancer pendant	~kDrechx says, "The Necromancers pervert all life with their very existence.  The pendant is the culmination of this perversion.  Do you know that the only thing a Necromancer can eat is the life force of the living.  Real food is like poison to it."
FourCouncilor		sword of the hunt	~kDrechx says, "Anything that makes the body dependant on foreign material is ultimately bad for the person.  I know these weapons seem to aid the Hunter immensely but I often wonder about the toll it takes on the body."
FourCouncilor		Zarrus	~kDrechx says, "Who?"
FourCouncilor		Necromancer pendant	~kDrechx says, "This is how the Necromancers feed both themselves and their Queen.  It is truly vile.  I know only what Alzahakar tells me."
FourCouncilor		sword of the hunt	~kDrechx says, "I hear that it is magical."
FourCouncilor		Tendrath	~kDrechx says, "Isn't he the new vault man in Tos?"
FourCouncilor		Ker'toth	~kDrechx says, "He was deformed, if I remember the story correctly.  The people did not like the fact that their leader was so hunched over and quiet.  The story said that the king lost his voice. How can you have a king with no voice?"
FiveCouncilor		lich	~kEsseldi says, "Ah, you have heard the story of Venya'cyr.  Supposedly the lich can never travel from her cursed city."
