PrincessLiege		brax	~kPrincess Kateriina says, "The King always told me Brax is where my families' bloodlines began.  It was my ancestor, Zarrus, who fled that land to settle in Tos."
PrincessLiege		brax	~kPrincess Kateriina says, "Of course I have heard the story of how the city fell beneath the earth by the magic of Tendrath.  I believe the exact historical location is somewhat southwest of here."
PrincessLiege		venya'cyr	~kPrincess Kateriina says, "Well, as the story goes, her reign ended when her entire palace was eaten by the earth.  Legends say that she made a pact to live forever."
PrincessLiege		Zarrus	~kPrincess Kateriina says, "Yes he is one of my oldest ancestors.  One rumor states that when he served in the court of Venya'cyr he had the misfortune of touching a vessel of great corruption.  Many of my family believe that we have been cursed from that day forward."
OneCouncilor		Venya'cyr	~kAlzahakar says, "The young princess had a brother.  The brother was King of Brax He was physically deformed and over the years he lost his voice.  The young princess was loved by the people and she performed many of the duties reserved for the king."
OneCouncilor		King of brax	~kAlzahakar says, "A misshapen man whose deformity always made his kingship suspect.  He lived in a time when people believed that the king represented the spirit of a nation.  Are things so different now?  The people did not want to see deformity."
OneCouncilor		brax	~kAlzahakar says, "It was to be the greatest seat of culture that the meridian had ever known.  They were a strong, organized peoples who suffered from self-righteousness and nobility.  Very dangerous for a city."
OneCouncilor		Zarrus	~kAlzahakar says, "Once a nobleman in the House of Brax, he was the cousin of the Princess Venya'cyr.  He fled the realm for Tos when the Ancient forces guiding Venya'cyr pronounced him a rival for the throne."
OneCouncilor		Zarrus	~kAlzahakar says, "Zarrus is an ancestor of the King Zarcos.  Zarrus was a cousin to Venya'cyr.  It takes no genius to figure out that the Lich, at one time, shared the bloodlines of our King.  I am sure she would like it to be thus again."
OneCouncilor		tendrath	~kAlzahakar says, "I know little of him.  His family was killed by Venya'cyr.  It is rumored that his ghost still wanders the land."
TwoCouncilor		Venya'cyr	~kBei Naq says, "I have heard the name but I recall nothing about the person."
TwoCouncilor		brax	~kBei Naq says, "A lost city whose treasures, should they be found, could prove very profitable for the one who finds them."
TwoCouncilor		Zarrus	~kBei Naq says, "An ancestor of Zarcos.  He began to build the fortune which would later bring his family to power.  I respect his tenacity as well as his methods."
TwoCouncilor		methods	~kBei Naq says, "It is rumored that he was a masterful negotiator who always kept his objectivity.  He was a diplomat for hire who had a knack for easing tension and acquiring wealth.  A potent combination wouldn't you say?"
TwoCouncilor		Tendrath	~kBei Naq says, "Who?"
ThreeCouncilor		brax	~kCylill says, "It was to be the greatest military power in the world.  The soldiers of Brax were ferocious warriors and their generals were skilled tacticians."
